"area","annual_avg_wkly_wage","avg_annual_pay","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_pct_chg","estabs_per_1000_emp"
"13297","1043","54248","1.6","-1.1","-0.9","-3.3","-3.9","0.2","0.2","89.45179584120983"
"13299","887","46107","-2.3","-0.8","3.6","-1.5","8.2","4.5","4.5","69.12379256011509"
"13301","1066","55413","-7.1","1.6","4.8","2.8","-57.5","3.1","3.1","64.31663574520718"
"13303","956","49708","0.7","-0.1","4.1","0.6","-5.8","4.3","4.2","68.19243344231667"
"13305","978","50870","-0.7","1.7","5.9","0.4","-9.4","4.0","4.1","77.25273485959174"
"13307","1085","56434","-2.2","-2.4","2.6","-0.5","-21.9","5.1","5.2","91.27789046653145"
"13309","893","46426","-1.2","-12.0","-4.5","-14.7","-42.3","8.5","8.5","80.34849951597289"
"13311","773","40185","-1.7","-2.5","1.4","-1.3","-5.9","4.0","4.0","89.1746600611363"
"13313","1055","54855","-0.6","0.9","5.8","0.0","-16.7","4.9","4.8","47.278135159438335"
"13315","785","40801","-3.4","3.4","8.8","8.6","-19.6","5.2","5.2","97.18670076726343"
"13317","958","49819","-0.8","0.9","4.3","-2.2","-5.2","3.3","3.3","90.10011123470522"
"13319","1120","58230","-4.4","-1.3","2.0","2.0","24.2","3.2","3.3","61.354019746121295"
"13321","794","41312","-2.7","2.5","4.4","-0.3","11.1","1.8","1.8","121.03174603174604"
"13999","2055","106838","-6.9","5.8","12.0","4.4","-1.2","5.9","5.9","229.90112016787089"
"15001","1113","57868","3.8","2.0","6.8","5.7","-44.9","4.7","4.7","99.51505491091329"
"15003","1343","69851","4.2","1.1","5.9","5.3","-42.6","4.8","4.8","70.2769018938951"
"15007","1149","59731","4.0","1.6","7.6","6.0","-45.5","5.9","5.9","105.63508985683826"
"15009","1189","61830","2.0","-0.9","4.2","2.9","-43.6","5.2","5.2","107.14673617899425"
"15999","2038","105987","12.9","-3.4","6.9","-1.6","-37.5","10.6","10.7","1470.9455022980958"
"16001","1357","70588","9.6","2.1","10.3","8.2","42.2","8.0","8.0","93.35092531509322"
"16003","1095","56947","6.6","1.6","7.8","11.0","65.1","6.1","6.2","205.85365853658536"
"16005","918","47720","5.1","2.3","7.1","8.8","43.7","4.7","4.7","85.94456562217376"
"16007","774","40230","6.4","2.1","7.1","7.9","42.2","4.9","4.9","141.14114114114113"
"16009","1080","56185","4.4","0.1","5.0","5.2","33.8","4.9","4.9","125.88443396226415"
"16011","915","47602","6.7","1.4","6.5","8.4","42.6","5.1","5.1","94.43339960238569"
"16013","1168","60713","6.8","0.9","5.7","5.1","40.5","4.8","4.7","158.06316961179908"
"16015","777","40427","5.1","1.5","9.5","7.7","48.8","7.9","7.9","149.83164983164983"
"16017","995","51761","6.4","0.3","5.1","6.5","39.7","4.7","4.8","156.29304946775204"
"16019","948","49303","6.8","-0.9","2.4","2.9","37.0","3.4","3.4","91.95383535480501"
"16021","983","51133","7.5","3.2","10.7","14.0","49.3","7.2","7.2","151.54511742892458"
"16023","2218","115323","0.0","3.4","8.5","8.6","-4.0","4.9","4.9","14.291307752545027"
"16025","1160","60307","5.3","2.9","3.9","7.3","42.0","1.1","1.1","219.44444444444446"
"16027","998","51903","10.3","3.6","8.5","9.1","45.1","4.7","4.8","100.87501691398674"
"16029","1296","67400","3.3","-0.6","0.5","4.2","29.4","1.2","1.2","88.6146943353898"
"16031","957","49757","4.7","-1.3","3.1","4.6","36.1","4.5","4.5","91.21594470786788"
"16033","1192","61984","2.1","4.5","7.7","0.8","26.3","3.3","3.2","162.7906976744186"
"16035","972","50553","3.2","-1.2","3.2","2.1","7.4","4.4","4.4","131.20176405733187"
"16037","878","45656","0.0","-3.3","10.3","9.0","27.2","14.0","14.0","189.73359324236517"
"16039","908","47221","5.2","0.9","5.7","5.4","33.9","4.7","4.7","102.37684238480945"
"16041","854","44391","7.3","-1.3","0.4","-1.0","18.3","1.8","1.7","137.26449718620015"
"16043","876","45563","9.2","4.0","11.8","9.6","40.9","7.5","7.5","154.74919957310567"
"16045","865","44976","5.5","0.7","6.2","7.1","36.4","5.4","5.4","159.95575221238937"
"16047","939","48813","5.6","1.1","6.0","5.6","37.1","4.9","4.9","92.98531810766721"
"16049","903","46963","4.2","-0.1","3.2","2.9","31.3","3.2","3.3","157.51633986928104"
"16051","892","46365","10.5","23.7","36.9","43.7","71.0","10.7","10.7","122.17850486643198"
"16053","992","51608","8.2","4.0","8.6","9.4","39.1","4.4","4.5","77.28952772073922"
"16055","1075","55888","9.1","0.4","5.8","4.6","36.6","5.4","5.3","122.65717341138065"
"16057","946","49203","6.5","2.0","6.7","7.9","33.5","4.5","4.6","98.29611024370375"
"16059","949","49342","6.8","-1.1","3.6","1.0","24.3","4.6","4.7","167.27941176470588"
"16061","837","43504","6.4","-2.5","2.7","3.2","31.1","5.4","5.4","149.32992980216974"
"16063","947","49246","6.7","-1.5","0.6","0.0","24.5","2.2","2.1","120.57971014492753"
"16065","814","42345","11.6","1.1","7.1","6.4","37.2","5.9","5.9","98.12036558027246"
"16067","979","50905","3.8","2.6","7.9","8.4","48.4","5.2","5.2","84.60710441334768"
"16069","1050","54589","5.4","1.9","6.2","7.8","38.4","4.3","4.2","69.64358869315855"
"16071","738","38378","5.9","6.4","17.0","14.1","58.4","10.0","10.0","105.4481546572935"
"16073","909","47269","7.1","17.1","19.5","27.6","93.2","2.0","2.0","114.27765237020316"
"16075","950","49412","5.8","3.2","7.8","9.6","43.4","4.4","4.4","119.91013760179725"
"16077","1075","55894","3.7","2.7","5.3","12.0","44.6","2.5","2.4","70.16229712858926"
"16079","1034","53791","3.7","-2.1","4.0","5.3","38.4","6.2","6.3","103.84774513860157"
"16081","1027","53408","10.7","4.5","9.7","12.4","41.7","5.0","5.0","186.26627467450652"
"16083","926","48171","5.7","0.9","4.2","4.8","37.1","3.1","3.2","94.85315220510859"
"16085","1005","52271","6.3","1.7","9.8","8.4","38.8","7.9","8.0","168.41914430746917"
"16087","817","42467","3.7","-0.9","1.8","3.3","32.2","2.8","2.7","125.4675280516831"
"16999","1943","101038","17.3","2.1","2.8","5.7","23.8","0.7","0.7","771.2916203030044"
"17001","1057","54986","-0.4","-0.4","3.8","2.2","-1.0","4.1","4.2","54.33227592212477"
"17003","970","50443","4.3","2.0","17.8","6.1","22.5","15.6","15.6","108.10810810810811"
"17005","980","50963","3.9","1.0","6.8","6.8","36.1","5.7","5.7","70.9377078253159"
"17007","1066","55414","0.7","-4.9","-10.4","-12.1","-23.8","-5.7","-5.8","76.34912372028458"
"17009","1237","64340","0.0","2.7","6.2","4.3","2.4","3.3","3.3","27.55165936130244"
"17011","1025","53297","-1.0","-4.4","-2.4","0.0","-3.8","2.1","2.1","76.85406698564593"
"17013","699","36322","-1.1","-0.9","10.3","2.9","-8.2","11.3","11.3","123.82234185733513"
"17015","903","46933","-0.7","-1.2","-1.5","1.4","4.2","-0.2","-0.3","102.40202275600505"
"17017","982","51068","-1.1","-5.6","-3.6","-10.7","-11.8","2.1","2.1","51.720785533735175"
"17019","1235","64216","-0.3","-0.9","4.8","-1.4","-3.6","5.7","5.8","43.89250556569632"
"17021","982","51042","-2.4","-0.4","6.0","-0.3","-8.0","6.5","6.4","75.48380198866674"
"17023","877","45606","3.7","-1.1","1.1","1.0","8.2","2.2","2.2","76.73041894353369"
"17025","977","50797","1.6","0.6","6.0","3.8","-0.7","5.4","5.3","67.89189189189189"
"17027","965","50189","1.5","3.1","8.0","5.4","7.8","4.7","4.7","74.65057179161373"
"17029","1019","52987","-0.1","1.5","6.6","0.6","-0.8","5.1","5.1","43.12578353531133"
"17031","1672","86931","-1.2","0.2","3.8","1.1","2.9","3.6","3.6","53.7128829611544"
"17033","1186","61683","1.0","2.7","6.6","16.4","4.1","3.8","3.8","56.631494590623745"
"17035","917","47709","2.2","-1.4","0.7","-0.6","6.5","2.0","2.1","64.98444521258209"
"17037","1094","56896","0.1","0.4","5.2","0.8","-4.0","4.8","4.8","54.80811645346272"
"17039","1292","67169","-2.8","-0.4","1.1","-3.0","-23.0","1.5","1.5","69.08945686900958"
"17041","1044","54270","-0.8","-0.6","5.7","4.0","-4.2","6.3","6.3","78.89572157529766"
"17043","1532","79674","-1.6","0.1","3.0","0.6","-0.9","2.8","2.8","54.51581947331112"
"17045","1055","54835","0.3","2.6","3.7","1.0","-6.4","1.1","1.0","49.681528662420384"
"17047","842","43778","-1.3","-7.1","-10.7","4.5","-0.6","-3.9","-3.9","76.0475944128298"
"17049","1020","53064","0.7","-0.4","5.7","1.2","2.2","6.1","6.1","53.22261423285431"
"17051","869","45171","-0.6","-3.6","1.9","-6.4","-4.7","5.7","5.6","91.45129224652088"
"17053","1074","55831","1.7","4.8","7.2","5.7","2.6","2.4","2.3","64.0824166230138"
"17055","900","46819","-1.0","2.3","8.6","8.5","18.6","6.1","6.2","77.65172375812314"
"17057","863","44887","-0.8","3.7","7.6","6.8","4.5","3.7","3.8","75.79264059245546"
"17059","982","51088","-0.8","-2.8","2.9","-0.4","-1.2","5.8","5.8","143.02059496567506"
"17061","809","42061","2.1","-0.7","-0.6","-3.6","-3.0","0.1","0.1","108.13186813186813"
"17063","1344","69868","0.8","4.5","6.9","6.9","1.6","2.4","2.4","53.87265649469775"
"17065","1048","54483","2.4","2.6","6.9","5.1","1.2","4.3","4.2","102.09042294603792"
"17067","881","45832","-1.0","1.5","6.7","-0.4","-3.8","5.0","5.1","99.42084942084942"
"17069","888","46177","-5.0","2.1","3.8","1.8","12.4","1.6","1.6","74.3155149934811"
"17071","712","37040","0.0","1.8","3.0","6.3","0.9","1.1","1.2","124.34782608695652"
"17073","980","50950","-0.2","2.2","7.7","5.4","4.9","5.4","5.4","73.88627308946035"
"17075","963","50100","-3.2","2.8","10.4","3.3","-1.2","7.4","7.4","91.56266956049919"
"17077","1085","56398","0.5","2.4","3.7","5.1","14.2","1.3","1.3","45.00118736642128"
"17079","909","47286","1.7","3.6","3.2","1.2","-13.3","-0.3","-0.3","109.78956999085086"
"17081","1112","57833","0.5","0.5","6.3","0.6","2.1","5.8","5.8","44.439840472367536"
"17083","870","45258","-2.3","-0.5","3.6","3.8","1.3","4.1","4.1","74.54963587581449"
"17085","900","46804","-0.5","1.2","4.7","3.4","3.0","3.4","3.4","99.1315965263861"
"17087","1130","58740","3.2","4.3","17.9","8.2","-5.2","13.1","13.0","80.36080360803608"
"17089","1208","62791","-0.2","0.3","3.9","0.2","0.5","3.6","3.6","60.1276924156318"
"17091","1075","55890","-1.3","0.3","5.5","2.0","-0.5","5.1","5.1","52.09443299945538"
"17093","985","51205","1.7","-0.1","3.6","1.2","-2.8","3.7","3.6","81.20940354116522"
"17095","894","46491","-0.6","3.0","7.4","3.6","4.3","4.3","4.3","57.28983982228458"
"17097","1751","91042","-1.0","0.5","1.0","2.4","2.7","0.5","0.5","60.62473812372098"
"17099","1126","58537","-1.1","-1.3","4.6","-3.0","-11.7","5.9","5.9","62.433107384944705"
"17101","984","51158","1.6","5.1","8.2","7.3","5.2","2.9","2.9","64.24302788844622"
"17103","1124","58453","-0.9","-2.5","0.9","-0.3","-5.1","3.5","3.5","55.91919191919192"
"17105","1086","56455","0.7","-0.1","2.8","4.3","0.3","2.8","2.9","62.85423630286296"
"17107","1034","53750","1.6","-1.2","-2.8","2.3","2.7","-1.6","-1.7","70.83015993907082"
"17109","931","48433","-1.6","-1.1","1.4","0.6","-22.4","2.4","2.5","54.35319695622097"
"17111","1060","55107","0.3","0.6","3.6","1.2","0.9","3.0","3.0","81.7977342605394"
"17113","1273","66183","0.7","2.1","4.9","0.0","5.7","2.8","2.8","37.74242509415931"
"17115","1304","67788","-0.2","-1.0","0.1","-9.6","-7.3","1.1","1.1","43.97238685045837"
"17117","898","46689","-0.3","0.4","3.3","1.2","3.2","3.0","2.9","87.38916256157636"
"17119","1099","57153","0.6","1.6","5.3","3.1","2.5","3.7","3.6","51.328376091132114"
"17121","947","49266","-2.0","-1.7","3.8","0.2","-4.8","5.6","5.6","64.14699008783947"
"17123","906","47124","1.2","-2.0","-0.6","1.1","15.4","1.3","1.3","92.94755877034358"
"17125","813","42271","-1.7","2.1","5.0","3.8","-10.8","2.9","2.8","105.37482319660538"
"17127","1034","53753","-2.0","0.6","6.5","2.3","-4.2","5.9","5.9","69.27921623512947"
"17129","812","42242","5.5","2.2","3.3","7.4","2.4","1.1","1.1","129.15961646926115"
"17131","840","43706","-1.3","-2.2","-1.2","-1.8","-10.0","1.1","1.1","103.09973045822102"
"17133","937","48706","-0.7","-1.7","6.4","0.9","5.7","8.3","8.3","97.96256811182184"
"17135","1603","83351","-1.3","-0.9","82.1","0.5","-1.2","83.8","83.7","79.35785039280428"
"17137","1023","53188","0.3","1.6","6.5","3.7","4.1","4.8","4.8","51.234213547646384"
"17139","992","51569","3.3","2.0","6.8","4.3","7.3","4.6","4.7","66.53696498054475"
"17141","1119","58187","-0.7","-0.9","2.2","-2.7","-7.9","3.1","3.1","68.97013526181867"
"17143","1438","74778","-0.9","0.4","4.4","-0.2","-11.0","3.9","3.9","38.2143544352511"
"17145","968","50313","2.5","3.0","7.0","6.0","12.0","3.9","3.8","70.96495023799221"
"17147","903","46937","0.8","1.8","4.0","3.5","6.3","2.1","2.1","103.04828702454815"
"17149","906","47124","0.5","-1.0","2.8","-2.0","2.9","3.8","3.8","105.90054109765525"
"17151","799","41535","4.3","0.8","6.1","3.1","5.4","5.3","5.2","74.65007776049767"
"17153","872","45329","-0.9","1.4","9.5","1.8","10.4","8.1","8.0","87.86610878661088"
"17155","1339","69607","-1.8","6.3","11.4","8.6","0.1","4.9","4.8","82.0079522862823"
"17157","1070","55632","-2.1","-1.4","3.4","-4.8","-19.4","4.9","4.9","52.31282366365312"
"17159","962","50035","-2.0","0.9","8.7","0.9","2.3","7.7","7.8","67.19232087761398"
"17161","1391","72332","-1.4","-2.4","1.7","-2.3","-12.0","4.1","4.1","41.073032986779616"
"17163","1096","57001","-0.9","-0.1","3.6","1.8","5.8","3.7","3.7","53.96694857803314"
"17165","896","46586","0.8","2.6","10.0","8.7","4.4","7.2","7.2","60.551342241483084"
"17167","1334","69350","0.9","4.7","11.6","2.1","2.2","6.6","6.6","36.98577126867893"
"17169","1001","52053","-5.2","13.2","34.9","-0.8","-1.8","19.2","19.2","95.04373177842565"
"17171","956","49729","3.1","4.0","14.7","1.9","-6.6","10.4","10.4","109.78260869565217"
"17173","929","48311","-1.5","-0.3","6.3","4.8","3.2","6.7","6.6","96.53465346534654"
"17175","1160","60314","5.0","9.3","23.4","12.4","7.9","12.8","12.9","87.26415094339623"
"17177","1076","55932","-0.3","1.3","6.0","4.5","6.5","4.7","4.6","58.67449761041055"
"17179","1079","56089","-0.4","0.9","4.3","1.8","-7.2","3.5","3.4","54.60401424823497"
"17181","870","45223","0.9","3.4","6.8","2.6","1.9","3.3","3.3","61.18653524270039"
"17183","1050","54579","-0.3","1.1","4.0","2.5","-1.6","2.9","2.9","50.994251980736365"
"17185","974","50640","1.8","1.7","8.6","2.1","-4.5","6.8","6.8","81.75355450236967"
"17187","875","45522","0.0","0.9","-2.9","-2.6","-10.1","-3.7","-3.7","59.35929648241206"
"17189","1162","60403","-0.7","-4.1","1.2","-8.9","-10.8","5.4","5.4","65.45870062030689"
"17191","825","42917","-2.3","1.5","3.5","8.3","10.7","2.0","2.0","93.25787401574803"
"17193","955","49671","0.0","4.3","10.7","11.9","7.0","6.1","6.1","81.56956004756242"
"17195","1042","54164","-0.3","0.9","7.3","2.0","10.7","6.4","6.3","55.90413737793084"
"17197","1165","60570","-0.3","0.3","4.1","1.2","2.1","3.8","3.8","60.392986767700904"
"17199","1021","53081","1.3","0.8","6.0","1.0","-3.7","5.1","5.1","49.323730897593535"
"17201","1142","59400","-1.0","0.9","4.2","2.1","0.9","3.3","3.3","46.43436301071866"
"17203","1058","54993","2.0","3.2","6.5","1.2","-10.8","3.2","3.2","70.26601330066504"
"17999","2254","117183","0.2","3.0","7.0","4.9","10.3","3.9","3.9","326.6694492613932"
"18001","951","49465","2.6","-2.4","-0.7","-7.5","-18.3","1.7","1.7","60.77946180018559"
"18003","1156","60129","2.7","0.6","5.2","0.1","-0.7","4.5","4.6","53.02069383732976"
"18005","1411","73397","1.3","-0.4","8.1","-3.4","-6.3","8.5","8.5","42.22124810711724"
"18007","989","51419","-0.9","-4.3","-0.2","-7.1","-21.9","4.3","4.3","101.13960113960114"
"18009","897","46641","1.2","-4.6","-4.0","-2.9","-6.0","0.6","0.6","86.26760563380282"
"18011","1075","55895","4.7","5.7","9.4","1.6","-15.4","3.5","3.5","55.87354702359986"
"18013","720","37453","2.5","5.7","9.1","5.7","5.4","3.2","3.3","111.92885617908617"
"18015","956","49734","0.9","0.1","4.3","-5.0","-2.1","4.1","4.2","78.38906868033082"
"18017","932","48462","1.8","1.1","3.4","-1.5","-2.5","2.2","2.2","50.586057988895746"
"18019","1088","56578","2.6","2.1","11.5","-2.8","-7.3","9.2","9.2","53.69535484524594"
"18021","881","45786","2.1","2.0","8.7","-0.2","12.0","6.7","6.7","64.73323543808125"
"18023","1019","52965","-0.3","0.4","2.8","-2.3","-10.5","2.4","2.3","54.887022768591464"
"18025","833","43299","7.5","1.7","5.2","4.1","-4.3","3.5","3.5","90.04739336492891"
"18027","955","49660","2.2","3.8","9.1","2.9","4.7","5.1","5.1","73.79461254055686"
"18029","980","50978","0.8","0.3","6.3","-1.8","-8.8","5.9","6.0","82.13355272178802"
"18031","1117","58092","2.0","-1.4","4.3","-4.0","-8.0","5.8","5.8","51.08381502890173"
"18033","1210","62916","1.6","2.2","3.4","1.0","-9.5","1.2","1.1","48.82662943110671"
"18035","987","51307","1.0","1.0","3.7","-0.7","-1.1","2.6","2.6","52.57750379701599"
"18037","1033","53733","1.5","0.3","4.6","1.0","26.9","4.2","4.3","49.74448772468999"
"18039","1195","62117","1.8","-3.2","1.1","-5.1","19.5","4.5","4.5","41.64437450826121"
"18041","851","44247","-0.7","1.1","2.9","7.1","30.2","1.8","1.8","69.90679094540613"
"18043","1067","55503","2.3","2.2","6.4","2.0","-6.0","4.1","4.2","63.63215553155377"
"18045","891","46309","-8.2","-1.9","0.6","-3.6","-7.6","2.5","2.5","74.7172859450727"
"18047","858","44624","1.9","-12.4","-4.9","-10.7","-4.9","8.5","8.5","89.61802154750245"
"18049","933","48502","0.4","1.1","3.5","-1.6","-0.8","2.4","2.4","75.24502055011065"
"18051","1305","67856","-1.7","-1.8","6.4","-0.4","60.9","8.4","8.4","37.34129947722181"
"18053","979","50883","2.2","1.4","5.2","0.6","-15.4","3.8","3.7","46.82983938828522"
"18055","878","45645","2.6","-1.1","1.9","-1.2","-1.4","3.1","3.0","94.35736677115987"
"18057","1438","74787","5.0","1.8","12.7","1.4","3.4","10.7","10.7","78.0055753124676"
"18059","1089","56651","6.5","3.2","6.6","4.4","5.7","3.2","3.3","70.39829254019071"
"18061","958","49804","2.2","-1.5","3.9","-1.5","-10.5","5.5","5.5","73.15645727662896"
"18063","1028","53449","4.6","1.6","5.6","-1.9","6.8","3.9","4.0","53.18860578581637"
"18065","926","48142","0.9","4.2","6.6","4.4","-4.7","2.3","2.3","64.90297259975289"
"18067","1200","62420","3.8","2.1","8.5","7.4","26.4","6.2","6.2","53.498517814195424"
"18069","948","49294","2.7","-1.7","2.5","-2.4","-10.2","4.3","4.3","72.62323943661971"
"18071","1106","57520","1.3","1.3","6.0","-0.4","-3.6","4.6","4.6","45.77387001281315"
"18073","948","49292","0.3","1.7","4.0","-0.8","-2.5","2.4","2.3","74.90155795240541"
"18075","925","48103","1.2","1.0","4.2","-2.3","-4.6","3.1","3.2","60.90792656894834"
"18077","978","50879","2.8","1.7","3.8","1.6","-2.4","2.1","2.2","56.48486734614487"
"18079","943","49033","1.5","3.3","7.7","1.8","7.6","4.2","4.2","58.04230201672405"
"18081","970","50444","2.8","1.4","4.8","-0.7","-4.1","3.3","3.3","64.11959625574542"
"18083","980","50982","1.0","-0.8","0.4","-4.0","-9.9","1.1","1.2","55.63038004333314"
"18085","1133","58899","2.7","-2.7","-0.7","-3.4","-13.8","2.1","2.1","59.61363071055468"
"18087","1025","53284","2.3","-3.3","2.3","-3.2","37.7","5.8","5.8","70.23366068405012"
"18089","1177","61200","2.5","1.2","4.9","0.8","4.2","3.7","3.7","61.95175152505049"
"18091","1019","52978","1.8","-0.6","2.8","-1.7","-4.7","3.5","3.5","61.38019295136838"
"18093","949","49342","0.0","4.2","4.9","3.0","-2.6","0.6","0.7","67.07633079144148"
"18095","961","49965","3.0","1.4","6.3","0.7","-7.2","4.8","4.8","61.80334394904459"
"18097","1465","76163","2.0","0.7","6.4","0.1","-3.8","5.7","5.7","45.596315462173855"
"18099","989","51442","2.9","1.9","6.1","2.4","0.6","4.1","4.1","59.08230600030692"
"18101","1622","84342","0.4","3.8","5.7","1.9","5.7","1.9","1.9","34.070094028574914"
"18103","956","49711","1.4","3.5","10.0","4.6","-9.5","6.2","6.2","70.17737137820866"
"18105","1132","58879","2.1","0.2","4.6","-1.3","-5.9","4.3","4.4","51.16417466339359"
"18107","1104","57386","2.7","1.6","4.6","1.4","-14.9","3.0","3.0","58.44778026189716"
"18109","961","49967","1.5","1.1","5.2","1.0","10.2","4.0","4.0","90.05289640046446"
"18111","936","48666","0.3","0.2","6.2","2.7","-4.4","6.0","6.0","89.89805375347544"
"18113","971","50507","1.4","-2.2","1.6","-4.7","-23.8","3.9","3.9","58.46318544070417"
"18115","743","38639","3.4","-0.9","1.0","-8.6","-2.2","1.8","1.8","83.10749774164408"
"18117","867","45076","0.3","-0.1","5.5","0.1","-4.0","5.6","5.6","54.25935973955507"
"18119","1108","57602","-1.8","-2.9","1.4","-4.7","-4.1","4.5","4.5","62.07674943566592"
"18121","817","42489","0.9","0.9","5.6","1.3","-11.0","4.7","4.7","91.18881118881119"
"18123","984","51166","-2.6","-1.7","0.5","-4.1","55.6","2.2","2.2","58.84179475236765"
"18125","1158","60232","2.9","0.1","5.5","6.4","75.4","5.4","5.4","81.64047527788425"
"18127","1120","58217","1.8","0.6","5.8","-0.4","-1.9","5.2","5.2","66.09898381633421"
"18129","1309","68064","1.5","4.0","8.4","13.6","25.3","4.3","4.3","65.8408659747796"
"18131","1062","55220","-1.7","1.4","6.7","0.4","3.6","5.3","5.3","65.34249118247634"
"18133","975","50684","1.1","-0.6","4.7","-2.0","-6.9","5.4","5.3","62.22654350996597"
"18135","997","51830","1.8","-0.7","6.9","0.4","-8.7","7.7","7.6","80.21993514732836"
"18137","1046","54394","2.6","8.1","9.1","8.2","6.1","0.9","0.9","70.6401766004415"
"18139","961","49977","0.5","1.1","3.4","-3.9","-8.1","2.2","2.3","87.73719649051215"
"18141","1140","59303","1.6","0.1","3.7","-1.1","-4.9","3.5","3.6","54.02212436902588"
"18143","891","46317","1.9","3.6","5.2","1.2","-15.8","1.6","1.5","53.34493906988311"
"18145","1096","56974","0.4","2.1","4.6","-1.4","-0.7","2.4","2.4","53.555379328575206"
"18147","931","48388","1.6","-0.9","0.2","-4.6","-6.1","1.2","1.1","71.81688125894135"
"18149","849","44150","1.2","-0.3","5.0","-2.5","-0.1","5.3","5.3","81.51910982099662"
"18151","942","49004","1.2","-1.6","2.9","-3.6","-15.5","4.7","4.7","62.746062992125985"
"18153","996","51807","-1.6","-1.0","3.1","-3.4","-21.0","4.1","4.1","65.03496503496504"
"18155","790","41058","-0.7","0.1","2.7","-4.8","-14.6","2.6","2.6","87.84596871239471"
"18157","1176","61152","2.3","0.2","5.4","-2.2","-2.3","5.1","5.1","45.832704700734965"
"18159","1111","57768","1.5","-3.0","3.2","-10.2","-35.5","6.4","6.4","78.13201616524472"
"18161","845","43917","-1.3","18.8","41.8","64.5","21.8","19.5","19.4","91.85548071034906"
"18163","1097","57061","0.5","-0.5","3.5","-0.9","-2.5","4.1","4.1","48.37640821736249"
"18165","1124","58444","-0.3","-4.2","-2.0","-4.5","-16.4","2.3","2.2","68.54744695733271"
"18167","1022","53152","0.8","1.3","5.0","1.4","0.6","3.7","3.7","54.74167822468793"
"18169","967","50288","0.4","0.0","3.1","-2.8","-9.0","3.1","3.1","62.7672448567971"
"18171","1011","52582","3.7","2.4","6.8","10.1","10.3","4.2","4.3","86.13659531090724"
"18173","1139","59237","4.4","4.2","9.6","5.5","-2.3","5.2","5.2","77.19938107869142"
"18175","846","43972","-0.8","-3.4","0.7","-5.2","-8.4","4.2","4.2","84.82530853467756"
"18177","982","51067","2.3","1.2","4.4","2.0","0.0","3.2","3.2","50.30938929244014"
"18179","962","50048","4.3","1.6","4.9","-4.2","-17.4","3.1","3.2","62.51660320552555"
"18181","935","48614","0.3","-4.3","-6.5","-9.4","-7.7","-2.3","-2.3","80.09075439591605"
"18183","1123","58376","2.7","0.0","3.4","-1.0","6.8","3.5","3.5","54.73563547786216"
"18999","1877","97615","-5.6","2.6","10.1","0.1","-2.9","7.3","7.3","200.5515443241075"
"19001","1022","53135","-0.3","0.1","7.4","11.2","26.3","7.2","7.3","109.28242264647794"
"19003","954","49596","-12.9","-4.7","-1.2","3.2","14.1","3.7","3.7","124.68407750631845"
"19005","881","45815","1.7","-0.8","3.3","6.6","2.9","4.0","4.1","97.58114533801944"
"19007","887","46114","2.8","0.6","4.0","6.2","11.5","3.4","3.3","88.85999133073256"
"19009","973","50592","0.4","-0.3","5.8","2.8","17.4","6.1","6.1","130.3873431533006"
"19011","1043","54216","1.8","3.1","16.0","5.0","9.0","12.5","12.5","118.63568956994563"
"19013","1147","59631","0.8","-1.6","-0.7","1.9","3.2","1.0","0.9","55.68095251530627"
"19015","1037","53922","0.0","0.7","3.8","4.6","-10.9","3.2","3.2","83.87458006718926"
"19017","1011","52555","2.9","-1.0","2.2","2.1","-1.6","3.2","3.2","77.33608673205988"
"19019","962","50047","-0.3","-0.3","3.2","3.7","2.7","3.4","3.5","96.38918265599033"
"19021","1036","53893","-1.5","-3.0","0.9","-3.2","-4.5","4.0","4.1","57.100065524665354"
"19023","1023","53211","-2.3","-3.2","-3.9","-7.4","-53.3","-0.8","-0.7","114.87401788133297"
"19025","925","48076","-0.3","0.8","3.2","4.2","-0.5","2.4","2.4","116.57101865136299"
"19027","974","50662","-0.5","0.0","4.4","8.2","1.9","4.4","4.5","88.17635270541082"
"19029","942","49005","-3.2","-0.8","3.0","1.7","-3.2","3.7","3.8","92.22638936242755"
"19031","947","49261","-0.5","2.9","6.5","9.0","8.9","3.5","3.5","113.73307543520309"
"19033","1057","54949","0.2","1.5","5.1","6.3","11.3","3.5","3.5","71.43767795673791"
"19035","970","50452","-0.4","0.3","3.5","5.2","0.4","3.1","3.1","93.04240428159737"
"19037","1066","55425","-1.8","1.0","2.9","7.1","5.0","2.0","1.9","84.06647116324535"
"19039","961","49976","-2.0","0.8","4.6","5.1","-1.3","3.8","3.8","52.75473303552435"
"19041","1029","53504","-0.9","-1.1","2.1","5.7","3.9","3.3","3.3","86.94633231778768"
"19043","987","51349","-0.8","-0.6","3.0","4.7","5.9","3.7","3.7","98.5553772070626"
"19045","1014","52714","1.4","-0.6","3.0","3.3","14.6","3.6","3.5","77.72531520780366"
"19047","1021","53067","-1.2","1.8","4.5","6.4","7.5","2.6","2.6","78.78602084610668"
"19049","1468","76316","5.3","4.7","7.8","7.3","21.2","2.9","2.9","65.14893771037679"
"19051","974","50645","-0.4","-3.8","-1.5","0.6","8.0","2.4","2.4","121.61520190023752"
"19053","827","42983","0.0","-4.8","-0.4","-4.5","-10.7","4.7","4.6","98.72190392243279"
